-1.0 	 0.5012 	 0.813 	 -28.704 	 -27.892
-1.0 	 0.5012 	 763.823 	 61.586 	 825.409
-0.98 	 0.5012 	 6.415 	 24.452 	 30.867
-0.9601999999999999 	 0.5012 	 0.673 	 24.783 	 25.456
-0.960598 	 0.5012 	 5.559 	 7.774 	 13.333
-0.96099202 	 0.5012 	 0.939 	 22.504 	 23.442
-0.9413820998 	 0.5012 	 11.017 	 46.211 	 57.228
-0.941968278802 	 0.5012 	 1.153 	 4.939 	 6.092
-0.92254859601398 	 0.5012 	 8.05 	 -8.654 	 -0.605
-0.9033231100538401 	 0.5012 	 1.277 	 1.261 	 2.538
-0.8842898789533017 	 0.5012 	 0.834 	 2.203 	 3.037
-0.8854469801637687 	 0.5012 	 0.695 	 -1.314 	 -0.619
-0.8865925103621309 	 0.5012 	 2.993 	 19.213 	 22.206
-0.8677265852585097 	 0.5012 	 1.157 	 8.414 	 9.571
-0.8690493194059246 	 0.5012 	 0.667 	 -1.839 	 -1.171
-0.8703588262118653 	 0.5012 	 0.896 	 -7.458 	 -6.562
-0.8516552379497466 	 0.5012 	 1.341 	 -14.886 	 -13.546
-0.8531386855702492 	 0.5012 	 0.863 	 -8.526 	 -7.663
-0.8546072987145467 	 0.5012 	 0.66 	 -3.796 	 -3.136
-0.8360612257274012 	 0.5012 	 1.062 	 15.286 	 16.348
-0.8177006134701271 	 0.5012 	 0.782 	 5.731 	 6.512
-0.8195236073354258 	 0.5012 	 0.658 	 -2.481 	 -1.822
-0.8013283712620716 	 0.5012 	 0.684 	 1.974 	 2.658
-0.7833150875494508 	 0.5012 	 0.68 	 -1.174 	 -0.494
-0.7854819366739563 	 0.5012 	 0.859 	 -23.832 	 -22.974
-0.7876271173072167 	 0.5012 	 0.713 	 -8.715 	 -8.002
-0.7897508461341445 	 0.5012 	 0.657 	 -4.592 	 -3.935
-0.7918533376728031 	 0.5012 	 0.645 	 -1.939 	 -1.293
-0.7939348042960751 	 0.5012 	 0.999 	 13.974 	 14.973
-0.7759954562531144 	 0.5012 	 0.76 	 6.344 	 7.105
-0.7582355016905832 	 0.5012 	 0.669 	 -0.294 	 0.375
-0.7606531466736773 	 0.5012 	 0.752 	 -8.983 	 -8.231
-0.7430466152069406 	 0.5012 	 0.659 	 -3.904 	 -3.245
-0.7256161490548712 	 0.5012 	 0.745 	 -7.081 	 -6.336
-0.7283599875643224 	 0.5012 	 0.928 	 -18.085 	 -17.157
-0.7310763876886792 	 0.5012 	 0.778 	 -13.928 	 -13.15
-0.7337656238117924 	 0.5012 	 0.664 	 -6.562 	 -5.898
-0.7364279675736746 	 0.5013 	 0.64 	 -1.192 	 -0.552
-0.7390636878979379 	 0.5013 	 0.724 	 1.975 	 2.698
